job_id,industry_name,inferred,type
3697392309,Retail,1,401(k)
3697392330,Retail,1,401(k)
3697392331,Retail,1,401(k)
3697392357,Manufacturing,1,Vision insurance
3697392357,Manufacturing,1,401(k)
3697392368,Retail,1,401(k)
3694129402,Individual and Family Services,1,Disability insurance
3694129402,Individual and Family Services,1,Tuition assistance
3694132107,Individual and Family Services,1,Disability insurance
3694132107,Individual and Family Services,1,401(k)
3694132107,Individual and Family Services,1,Tuition assistance
3694133031,Individual and Family Services,1,Disability insurance
3694133031,Individual and Family Services,1,401(k)
3694133031,Individual and Family Services,1,Tuition assistance
3697392415,Hospitals and Health Care,1,Disability insurance
3697392415,Hospitals and Health Care,1,401(k)
3697392438,Manufacturing,1,401(k)
3697392456,Manufacturing,1,401(k)
3697392459,"Technology, Information and Internet",1,Tuition assistance
3697392497,Motor Vehicle Manufacturing,1,Medical insurance
3697392497,Motor Vehicle Manufacturing,1,401(k)
3697392534,Manufacturing,1,401(k)
3690840799,Financial Services,0,Medical insurance
3690840799,Financial Services,0,Vision insurance
3690840799,Financial Services,0,Dental insurance
3690840799,Financial Services,0,401(k)
3690840799,Financial Services,0,Paid maternity leave
3690840799,Financial Services,0,Paid paternity leave
3690840799,Financial Services,0,Commuter benefits
3690840799,Financial Services,0,Student loan assistance
3690840799,Financial Services,0,Disability insurance
3690840799,Financial Services,0,Tuition assistance
3697392636,Financial Services,1,401(k)
3697392636,Insurance,1,401(k)
3697392636,Consumer Services,1,401(k)
3697392636,Financial Services,1,Tuition assistance
3697392636,Insurance,1,Tuition assistance
3697392636,Consumer Services,1,Tuition assistance
3697392641,Financial Services,1,401(k)
3697392641,Insurance,1,401(k)
3697392641,Consumer Services,1,401(k)
3697392641,Financial Services,1,Tuition assistance
3697392641,Insurance,1,Tuition assistance
3697392641,Consumer Services,1,Tuition assistance
3697392644,Financial Services,1,401(k)
3697392644,Insurance,1,401(k)
3697392644,Consumer Services,1,401(k)
3697392644,Financial Services,1,Tuition assistance
3697392644,Insurance,1,Tuition assistance
3697392644,Consumer Services,1,Tuition assistance
3697392646,Financial Services,1,401(k)
3697392646,Insurance,1,401(k)
3697392646,Consumer Services,1,401(k)
3697392646,Financial Services,1,Tuition assistance
3697392646,Insurance,1,Tuition assistance
3697392646,Consumer Services,1,Tuition assistance
3697392647,Financial Services,1,401(k)
3697392647,Insurance,1,401(k)
3697392647,Consumer Services,1,401(k)
3697392647,Financial Services,1,Tuition assistance
3697392647,Insurance,1,Tuition assistance
3697392647,Consumer Services,1,Tuition assistance
3697392662,IT Services and IT Consulting,1,Vision insurance
3697392662,Software Development,1,Vision insurance
3697392662,IT Services and IT Consulting,1,401(k)
3697392662,Software Development,1,401(k)
3697392730,Hospitals and Health Care,1,Dental insurance
3697392835,"Appliances, Electrical, and Electronics Manufacturing",1,401(k)
3697392936,Insurance,1,Medical insurance
3697393107,IT Services and IT Consulting,1,Tuition assistance
3697393109,IT Services and IT Consulting,1,401(k)
3697393109,IT Services and IT Consulting,1,Tuition assistance
3697393124,IT Services and IT Consulting,1,401(k)
3697393124,IT Services and IT Consulting,1,Tuition assistance
3697393125,IT Services and IT Consulting,1,401(k)
3697393125,IT Services and IT Consulting,1,Tuition assistance
3697393129,IT Services and IT Consulting,1,401(k)
3697393129,IT Services and IT Consulting,1,Tuition assistance
3697393144,Retail,1,401(k)
3697393147,Retail,1,401(k)
3697393212,Retail,1,401(k)
3697393257,Manufacturing,1,401(k)
3697393333,Aviation & Aerospace,1,401(k)
3697393352,"Technology, Information and Internet",1,401(k)
3697393352,"Technology, Information and Internet",1,Commuter benefits
3697393414,Financial Services,1,401(k)
3697393414,Insurance,1,401(k)
3697393414,Consumer Services,1,401(k)
3697393414,Financial Services,1,Tuition assistance
3697393414,Insurance,1,Tuition assistance
3697393414,Consumer Services,1,Tuition assistance
3697393427,Market Research,1,401(k)
3697393427,Business Consulting and Services,1,401(k)
3697393455,Retail,1,401(k)
3697393532,Hospitals and Health Care,1,Medical insurance
3697393532,Hospitals and Health Care,1,Dental insurance
3697393532,Hospitals and Health Care,1,Vision insurance
3697393532,Hospitals and Health Care,1,401(k)
3697393532,Hospitals and Health Care,1,Disability insurance
3697393533,Hospitals and Health Care,1,Medical insurance
3697393533,Hospitals and Health Care,1,Dental insurance
3697393533,Hospitals and Health Care,1,Vision insurance
3697393533,Hospitals and Health Care,1,401(k)
3697393533,Hospitals and Health Care,1,Disability insurance
3697393567,Business Consulting and Services,1,Dental insurance
3697393567,Business Consulting and Services,1,Disability insurance
3697393658,Real Estate,1,Disability insurance
3697393658,Real Estate,1,401(k)
3697393659,Real Estate,1,Disability insurance
3697393659,Real Estate,1,401(k)
3697393660,Real Estate,1,Disability insurance
3697393660,Real Estate,1,401(k)
3690871224,Wholesale Building Materials,1,401(k)
3690871224,Construction,1,401(k)
3690871224,Wholesale Building Materials,1,Dental insurance
3690871224,Construction,1,Dental insurance
3690871224,Wholesale Building Materials,1,Disability insurance
3690871224,Construction,1,Disability insurance
3697393880,Retail,1,401(k)
3697393933,Retail,1,401(k)
3697393988,Construction,1,401(k)
3697393988,Construction,1,Disability insurance
3697394037,"Technology, Information and Internet",1,Medical insurance
3697394037,"Technology, Information and Internet",1,401(k)
3697394059,IT Services and IT Consulting,1,401(k)
3697394059,IT Services and IT Consulting,1,Tuition assistance
3697394066,IT Services and IT Consulting,1,Tuition assistance
3697394067,IT Services and IT Consulting,1,401(k)
3697394067,IT Services and IT Consulting,1,Tuition assistance
3697394084,Retail,1,401(k)
3697394090,Retail,1,401(k)
3697394156,Retail,1,401(k)
3697394163,Retail,1,401(k)
3697394168,"Transportation, Logistics, Supply Chain and Storage",1,401(k)
3697394168,"Transportation, Logistics, Supply Chain and Storage",1,Paid maternity leave
3697394213,"Transportation, Logistics, Supply Chain and Storage",1,401(k)
3697394213,"Transportation, Logistics, Supply Chain and Storage",1,Paid maternity leave
3697394237,Telecommunications,1,Tuition assistance
3697394243,"Transportation, Logistics, Supply Chain and Storage",1,401(k)
3697394243,"Transportation, Logistics, Supply Chain and Storage",1,Paid maternity leave
3697394279,Construction,1,401(k)
3697394283,Hospitals and Health Care,1,Disability insurance
3697394283,Hospitals and Health Care,1,401(k)
3697394348,Manufacturing,1,401(k)
3697394355,Manufacturing,1,401(k)
3697394355,Manufacturing,1,Medical insurance
3697394364,Financial Services,1,401(k)
3697394364,Insurance,1,401(k)
3697394364,Consumer Services,1,401(k)
3697394364,Financial Services,1,Tuition assistance
3697394364,Insurance,1,Tuition assistance
3697394364,Consumer Services,1,Tuition assistance
3697394369,Financial Services,1,401(k)
3697394369,Insurance,1,401(k)
3697394369,Consumer Services,1,401(k)
3697394369,Financial Services,1,Tuition assistance
3697394369,Insurance,1,Tuition assistance
3697394369,Consumer Services,1,Tuition assistance
3697394371,Financial Services,1,401(k)
3697394371,Insurance,1,401(k)
3697394371,Consumer Services,1,401(k)
3697394371,Financial Services,1,Tuition assistance
3697394371,Insurance,1,Tuition assistance
3697394371,Consumer Services,1,Tuition assistance
3697394373,Financial Services,1,401(k)
3697394373,Insurance,1,401(k)
3697394373,Consumer Services,1,401(k)
3697394373,Financial Services,1,Tuition assistance
3697394373,Insurance,1,Tuition assistance
3697394373,Consumer Services,1,Tuition assistance
3697394380,Financial Services,1,401(k)
3697394380,Insurance,1,401(k)
3697394380,Consumer Services,1,401(k)
3697394380,Financial Services,1,Tuition assistance
3697394380,Insurance,1,Tuition assistance
3697394380,Consumer Services,1,Tuition assistance
3697394387,IT Services and IT Consulting,1,Vision insurance
3697394387,Software Development,1,Vision insurance
3697394387,IT Services and IT Consulting,1,401(k)
3697394387,Software Development,1,401(k)
3697394390,IT Services and IT Consulting,1,Vision insurance
3697394390,Software Development,1,Vision insurance
3697394390,IT Services and IT Consulting,1,401(k)
3697394390,Software Development,1,401(k)
3697394395,IT Services and IT Consulting,1,Vision insurance
3697394395,Software Development,1,Vision insurance
3697394395,IT Services and IT Consulting,1,401(k)
3697394395,Software Development,1,401(k)
3694132734,Truck Transportation,1,Vision insurance
3694132734,Truck Transportation,1,401(k)
3694135230,Truck Transportation,1,Vision insurance
3694135230,Truck Transportation,1,401(k)
3694136117,Truck Transportation,1,Vision insurance
3694136117,Truck Transportation,1,401(k)
3697394409,Truck Transportation,1,401(k)
3697394467,Hospitals and Health Care,1,Medical insurance
3697394467,Hospitals and Health Care,1,Dental insurance
3697394467,Hospitals and Health Care,1,Vision insurance
3697394467,Hospitals and Health Care,1,401(k)
3697394467,Hospitals and Health Care,1,Disability insurance
3697394468,Hospitals and Health Care,1,Medical insurance
3697394468,Hospitals and Health Care,1,Dental insurance
3697394468,Hospitals and Health Care,1,Vision insurance
3697394468,Hospitals and Health Care,1,401(k)
3697394468,Hospitals and Health Care,1,Disability insurance
3697394484,Computer and Network Security,1,Disability insurance
3697394484,Software Development,1,Disability insurance
3697394484,IT Services and IT Consulting,1,Disability insurance
3697394609,Real Estate,1,Disability insurance
3697394609,Real Estate,1,401(k)
3697394706,Accounting,1,Disability insurance
3697394707,,1,Disability insurance
3697394707,,1,Paid maternity leave
3697394713,Accounting,1,Disability insurance
3697394746,Hospitals and Health Care,1,Disability insurance
3694130991,Truck Transportation,1,Vision insurance
3694130991,Truck Transportation,1,401(k)
3694131711,Truck Transportation,1,Vision insurance
3694131711,Truck Transportation,1,401(k)
3694136116,Truck Transportation,1,Vision insurance
3694136116,Truck Transportation,1,401(k)
3697394901,Hospitals and Health Care,1,Disability insurance
3697394930,Construction,1,401(k)
3697394936,Construction,1,401(k)
3697395073,IT Services and IT Consulting,1,Vision insurance
3697395073,Telecommunications,1,Vision insurance
3697395073,"Technology, Information and Internet",1,Vision insurance
3697395073,IT Services and IT Consulting,1,401(k)
3697395073,Telecommunications,1,401(k)
3697395073,"Technology, Information and Internet",1,401(k)
3697395117,"Technology, Information and Internet",1,401(k)
3697395117,"Technology, Information and Internet",1,Disability insurance
3697395126,Computers and Electronics Manufacturing,1,Vision insurance
3697395126,Computers and Electronics Manufacturing,1,401(k)
3697395126,Computers and Electronics Manufacturing,1,Disability insurance
3697395165,Aviation & Aerospace,1,401(k)
3697395208,"Technology, Information and Internet",1,401(k)
3697395208,"Technology, Information and Internet",1,Commuter benefits
3697395211,Construction,1,401(k)
3697395211,Civil Engineering,1,401(k)
3697395211,Government Administration,1,401(k)
3697395276,Financial Services,1,401(k)
3697395276,Insurance,1,401(k)
3697395276,Consumer Services,1,401(k)
3697395276,Financial Services,1,Tuition assistance
3697395276,Insurance,1,Tuition assistance
3697395276,Consumer Services,1,Tuition assistance
3697395283,Financial Services,1,401(k)
3697395283,Insurance,1,401(k)
3697395283,Consumer Services,1,401(k)
3697395283,Financial Services,1,Tuition assistance
3697395283,Insurance,1,Tuition assistance
3697395283,Consumer Services,1,Tuition assistance
3697395285,Financial Services,1,401(k)
3697395285,Insurance,1,401(k)
3697395285,Consumer Services,1,401(k)
3697395285,Financial Services,1,Tuition assistance
3697395285,Insurance,1,Tuition assistance
3697395285,Consumer Services,1,Tuition assistance
3697395366,Business Consulting and Services,1,Dental insurance
3697395366,Business Consulting and Services,1,Disability insurance
3697395373,Hospitals and Health Care,1,Dental insurance
3697395461,Chemical Manufacturing,1,401(k)
3697395471,Aviation & Aerospace,1,401(k)
3697395538,Real Estate,1,Disability insurance
3697395538,Real Estate,1,401(k)
3697395540,Real Estate,1,Disability insurance
3697395540,Real Estate,1,401(k)
3697395576,Insurance,1,Medical insurance
3697395702,Medical Equipment Manufacturing,1,401(k)
3697395702,Medical Equipment Manufacturing,1,Disability insurance
3697395744,Telecommunications,1,401(k)
3697395834,Staffing and Recruiting,1,Medical insurance
3697395834,Staffing and Recruiting,1,Dental insurance
3697395967,Retail,1,401(k)
3697395971,Retail,1,401(k)
3697396001,"Transportation, Logistics, Supply Chain and Storage",1,401(k)
3697396081,Retail,1,401(k)
3697396106,Government Relations Services,1,401(k)
3697396106,Advertising Services,1,401(k)
3697396164,Construction,1,401(k)
3697396164,Construction,1,Disability insurance
3697396174,Financial Services,1,401(k)
3697396174,Insurance,1,401(k)
3697396174,Consumer Services,1,401(k)
3697396174,Financial Services,1,Tuition assistance
3697396174,Insurance,1,Tuition assistance
3697396174,Consumer Services,1,Tuition assistance
3697396179,Financial Services,1,401(k)
3697396179,Insurance,1,401(k)
3697396179,Consumer Services,1,401(k)
3697396179,Financial Services,1,Tuition assistance
3697396179,Insurance,1,Tuition assistance
3697396179,Consumer Services,1,Tuition assistance
3697396182,Financial Services,1,401(k)
3697396182,Insurance,1,401(k)
3697396182,Consumer Services,1,401(k)
3697396182,Financial Services,1,Tuition assistance
3697396182,Insurance,1,Tuition assistance
3697396182,Consumer Services,1,Tuition assistance
3697396188,Retail,1,401(k)
3697396203,IT Services and IT Consulting,1,Vision insurance
3697396203,Software Development,1,Vision insurance
3697396203,IT Services and IT Consulting,1,401(k)
3697396203,Software Development,1,401(k)
3697396316,Business Consulting and Services,1,Medical insurance
3697396316,Business Consulting and Services,1,Dental insurance
3697396316,Business Consulting and Services,1,Disability insurance
3697396329,Electric Power Generation,1,401(k)
3697396329,Electric Power Generation,1,Disability insurance
3697396397,Real Estate,1,Medical insurance
3697396397,Real Estate,1,Dental insurance
3697396397,Real Estate,1,Vision insurance
3697396397,Real Estate,1,401(k)
3697396406,Real Estate,1,Disability insurance
3697396406,Real Estate,1,401(k)
3697396408,Real Estate,1,Disability insurance
3697396408,Real Estate,1,401(k)
3697396475,Industrial Machinery Manufacturing,1,Pension plan
3697396479,Industrial Machinery Manufacturing,1,Pension plan
3697396525,Insurance,1,Medical insurance
3697396556,Medical Equipment Manufacturing,1,401(k)
3697396556,Medical Equipment Manufacturing,1,Disability insurance
3697396559,Computer Games,1,401(k)
3697396561,Hospitals and Health Care,1,Disability insurance
3697396590,Accounting,1,Disability insurance
3697396683,IT Services and IT Consulting,1,Vision insurance
3697396683,Software Development,1,Vision insurance
3697396683,IT Services and IT Consulting,1,401(k)
3697396683,Software Development,1,401(k)
3697396691,Retail,1,401(k)
3697396753,Hospitals and Health Care,1,401(k)
3697396754,Hospitals and Health Care,1,401(k)
3697396885,Retail,1,401(k)
3697396930,Retail,1,401(k)
3697396931,Retail,1,401(k)
3697396933,Retail,1,401(k)
3697396939,IT Services and IT Consulting,1,401(k)
3697396940,IT Services and IT Consulting,1,401(k)
3697397080,Financial Services,1,401(k)
3697397080,Insurance,1,401(k)
3697397080,Consumer Services,1,401(k)
3697397080,Financial Services,1,Tuition assistance
3697397080,Insurance,1,Tuition assistance
3697397080,Consumer Services,1,Tuition assistance
3697397086,Financial Services,1,401(k)
3697397086,Insurance,1,401(k)
3697397086,Consumer Services,1,401(k)
3697397086,Financial Services,1,Tuition assistance
3697397086,Insurance,1,Tuition assistance
3697397086,Consumer Services,1,Tuition assistance
3697397099,IT Services and IT Consulting,1,Vision insurance
3697397099,Software Development,1,Vision insurance
3697397099,IT Services and IT Consulting,1,401(k)
3697397099,Software Development,1,401(k)
3697397314,Real Estate,1,Disability insurance
3697397314,Real Estate,1,401(k)
3697397356,Insurance,1,Medical insurance
3697397386,Industrial Machinery Manufacturing,1,Pension plan
3697397424,Accounting,1,Disability insurance
3697397451,Hospitals and Health Care,1,Disability insurance
3697397466,Accounting,1,Disability insurance
3697397509,Retail,1,401(k)
3697397509,Sporting Goods Manufacturing,1,401(k)
3697397509,Manufacturing,1,401(k)
3697397509,Retail,1,Medical insurance
3697397509,Sporting Goods Manufacturing,1,Medical insurance
3697397509,Manufacturing,1,Medical insurance
2148434586,Real Estate,1,Disability insurance
2148434586,Real Estate,1,401(k)
3690492617,Construction,0,Medical insurance
3690492617,Construction,0,Vision insurance
3690492617,Construction,0,Dental insurance
3690492617,Construction,0,401(k)
3690492617,Construction,0,Disability insurance
3690838132,Financial Services,0,Medical insurance
3690838132,Financial Services,0,Vision insurance
3690838132,Financial Services,0,Dental insurance
3690838132,Financial Services,0,401(k)
3697397627,Hospitals and Health Care,1,Disability insurance
3697397640,Staffing and Recruiting,1,401(k)
3697397755,Retail,1,401(k)
3697397763,Retail,1,401(k)
3697397797,Retail,1,401(k)
3697397798,Retail,1,401(k)
2148434616,Motor Vehicle Manufacturing,1,Disability insurance
2148434616,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
2148434616,Utilities,1,Disability insurance
2148434616,Motor Vehicle Manufacturing,1,Commuter benefits
2148434616,Renewable Energy Semiconductor Manufacturing,1,Commuter benefits
2148434616,Utilities,1,Commuter benefits
2148434616,Motor Vehicle Manufacturing,1,401(k)
2148434616,Renewable Energy Semiconductor Manufacturing,1,401(k)
2148434616,Utilities,1,401(k)
3697397842,Hospitals and Health Care,1,Commuter benefits
3697397842,Hospitals and Health Care,1,401(k)
3697397842,Hospitals and Health Care,1,Disability insurance
3697397842,Hospitals and Health Care,1,Paid paternity leave
3697397843,Hospitals and Health Care,1,Commuter benefits
3697397843,Hospitals and Health Care,1,401(k)
3697397843,Hospitals and Health Care,1,Disability insurance
3697397843,Hospitals and Health Care,1,Paid paternity leave
3697397844,Hospitals and Health Care,1,Commuter benefits
3697397844,Hospitals and Health Care,1,401(k)
3697397844,Hospitals and Health Care,1,Paid paternity leave
3697397844,Hospitals and Health Care,1,Disability insurance
3697397846,Hospitals and Health Care,1,Commuter benefits
3697397846,Hospitals and Health Care,1,401(k)
3697397846,Hospitals and Health Care,1,Paid paternity leave
3697397846,Hospitals and Health Care,1,Disability insurance
3697398042,"Appliances, Electrical, and Electronics Manufacturing",1,401(k)
3697398176,Accounting,1,Disability insurance
3697398179,Accounting,1,Disability insurance
3697398185,,1,Disability insurance
3697398185,,1,Paid maternity leave
3697398212,Hospitals and Health Care,1,Disability insurance
3697398213,Medical Equipment Manufacturing,1,401(k)
3697398213,Medical Equipment Manufacturing,1,Disability insurance
3697398355,Automation Machinery Manufacturing,1,401(k)
3697398522,Consumer Services,1,401(k)
3697398530,Retail,1,401(k)
3697398549,Law Practice,1,Disability insurance
3697398557,Retail,1,401(k)
3697398564,Retail,1,401(k)
3697398571,Retail,1,401(k)
3697398573,Retail,1,401(k)
3697398595,Accounting,1,Disability insurance
3697398613,Wholesale Building Materials,1,Vision insurance
3697398613,Wholesale Building Materials,1,401(k)
3697398616,IT Services and IT Consulting,1,401(k)
3697398639,Hospitals and Health Care,1,Commuter benefits
3697398639,Hospitals and Health Care,1,401(k)
3697398639,Hospitals and Health Care,1,Paid paternity leave
3697398639,Hospitals and Health Care,1,Disability insurance
3697398643,Hospitals and Health Care,1,Commuter benefits
3697398643,Hospitals and Health Care,1,401(k)
3697398643,Hospitals and Health Care,1,Paid paternity leave
3697398643,Hospitals and Health Care,1,Disability insurance
3697399036,Insurance,1,Medical insurance
3697399066,Industrial Machinery Manufacturing,1,Disability insurance
3697399126,,1,Disability insurance
3697399128,Accounting,1,Disability insurance
3697399160,Hospitals and Health Care,1,Disability insurance
3697399167,Accounting,1,Disability insurance
3697399178,Hospitals and Health Care,1,Disability insurance
3697399215,Retail,1,401(k)
3697399215,Sporting Goods Manufacturing,1,401(k)
3697399215,Manufacturing,1,401(k)
3697399215,Retail,1,Medical insurance
3697399215,Sporting Goods Manufacturing,1,Medical insurance
3697399215,Manufacturing,1,Medical insurance
3697399225,"Technology, Information and Internet",1,401(k)
3697399228,Accounting,1,Disability insurance
3697399291,IT Services and IT Consulting,1,Vision insurance
3697399291,Software Development,1,Vision insurance
3697399291,IT Services and IT Consulting,1,401(k)
3697399291,Software Development,1,401(k)
3697399396,Retail,1,401(k)
3697399512,Retail,1,401(k)
3697399519,IT Services and IT Consulting,1,401(k)
3697399521,IT Services and IT Consulting,1,401(k)
3697399551,Hospitals and Health Care,1,Commuter benefits
3697399551,Hospitals and Health Care,1,401(k)
3697399551,Hospitals and Health Care,1,Paid paternity leave
3697399551,Hospitals and Health Care,1,Disability insurance
3698000049,Accounting,1,Disability insurance
3698000051,Hospitals and Health Care,1,Disability insurance
3698000075,Retail,1,401(k)
3698000075,Sporting Goods Manufacturing,1,401(k)
3698000075,Manufacturing,1,401(k)
3698000075,Retail,1,Medical insurance
3698000075,Sporting Goods Manufacturing,1,Medical insurance
3698000075,Manufacturing,1,Medical insurance
3698000076,Retail,1,401(k)
3698000076,Sporting Goods Manufacturing,1,401(k)
3698000076,Manufacturing,1,401(k)
3698000076,Retail,1,Medical insurance
3698000076,Sporting Goods Manufacturing,1,Medical insurance
3698000076,Manufacturing,1,Medical insurance
3698000148,Hospitals and Health Care,1,Tuition assistance
3698000148,Medical Practices,1,Tuition assistance
3698000148,Wellness and Fitness Services,1,Tuition assistance
3698000150,IT Services and IT Consulting,1,Vision insurance
3698000150,Software Development,1,Vision insurance
3698000150,IT Services and IT Consulting,1,401(k)
3698000150,Software Development,1,401(k)
3698000197,Hospitals and Health Care,1,401(k)
3698000211,Accounting,1,Disability insurance
3698000325,Travel Arrangements,1,401(k)
3698000325,Hospitality,1,401(k)
3698000325,Travel Arrangements,1,Vision insurance
3698000325,Hospitality,1,Vision insurance
3698000325,Travel Arrangements,1,Disability insurance
3698000325,Hospitality,1,Disability insurance
3698000329,Retail,1,401(k)
3698000355,Retail,1,401(k)
3698000367,Retail,1,401(k)
3698000374,IT Services and IT Consulting,1,401(k)
3698000384,IT Services and IT Consulting,1,401(k)
3698000409,Hospitals and Health Care,1,Commuter benefits
3698000409,Hospitals and Health Care,1,401(k)
3698000409,Hospitals and Health Care,1,Disability insurance
3698000409,Hospitals and Health Care,1,Paid paternity leave
3698000411,Hospitals and Health Care,1,Commuter benefits
3698000411,Hospitals and Health Care,1,401(k)
3698000411,Hospitals and Health Care,1,Disability insurance
3698000411,Hospitals and Health Care,1,Paid paternity leave
3698000677,Truck Transportation,1,401(k)
3698001055,Retail,1,401(k)
3698001108,Retail,1,401(k)
3698001116,Travel Arrangements,1,401(k)
3698001116,Hospitality,1,401(k)
3698001116,Travel Arrangements,1,Vision insurance
3698001116,Hospitality,1,Vision insurance
3698001116,Travel Arrangements,1,Disability insurance
3698001116,Hospitality,1,Disability insurance
3698001131,Retail,1,401(k)
3698001158,Retail,1,401(k)
3698001163,Retail,1,401(k)
3698001200,Accounting,1,Disability insurance
3698001210,Hospitals and Health Care,1,Commuter benefits
3698001210,Hospitals and Health Care,1,401(k)
3698001210,Hospitals and Health Care,1,Disability insurance
3698001210,Hospitals and Health Care,1,Paid paternity leave
3698002011,Consumer Services,1,401(k)
3698002060,Retail,1,401(k)
3698002085,Retail,1,401(k)
3698002088,Retail,1,401(k)
3698002094,IT Services and IT Consulting,1,401(k)
3698002121,Hospitals and Health Care,1,Commuter benefits
3698002121,Hospitals and Health Care,1,401(k)
3698002121,Hospitals and Health Care,1,Disability insurance
3698002121,Hospitals and Health Care,1,Paid paternity leave
3698002123,Hospitals and Health Care,1,Commuter benefits
3698002123,Hospitals and Health Care,1,401(k)
3698002123,Hospitals and Health Care,1,Disability insurance
3698002123,Hospitals and Health Care,1,Paid paternity leave
3698002124,Hospitals and Health Care,1,Commuter benefits
3698002124,Hospitals and Health Care,1,401(k)
3698002124,Hospitals and Health Care,1,Disability insurance
3698002124,Hospitals and Health Care,1,Paid paternity leave
3698003010,Retail,1,401(k)
3698003011,Retail,1,401(k)
3698003012,Retail,1,401(k)
3698003023,IT Services and IT Consulting,1,401(k)
3698003025,IT Services and IT Consulting,1,401(k)
3698003026,IT Services and IT Consulting,1,401(k)
3698003055,Hospitals and Health Care,1,Commuter benefits
3698003055,Hospitals and Health Care,1,401(k)
3698003055,Hospitals and Health Care,1,Disability insurance
3698003055,Hospitals and Health Care,1,Paid paternity leave
3698003058,Hospitals and Health Care,1,Commuter benefits
3698003058,Hospitals and Health Care,1,401(k)
3698003058,Hospitals and Health Care,1,Disability insurance
3698003058,Hospitals and Health Care,1,Paid paternity leave
3698003059,Hospitals and Health Care,1,Commuter benefits
3698003059,Hospitals and Health Care,1,401(k)
3698003059,Hospitals and Health Care,1,Paid paternity leave
3698003059,Hospitals and Health Care,1,Disability insurance
3698003060,Hospitals and Health Care,1,Commuter benefits
3698003060,Hospitals and Health Care,1,401(k)
3698003060,Hospitals and Health Care,1,Disability insurance
3698003060,Hospitals and Health Care,1,Paid paternity leave
3699041751,Advertising Services,0,Medical insurance
3699041751,Advertising Services,0,Paid maternity leave
3699050801,Restaurants,1,401(k)
3699050802,Restaurants,1,401(k)
3699050878,Motor Vehicle Manufacturing,1,Disability insurance
3699050878,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
3699050878,Utilities,1,Disability insurance
3699050878,Motor Vehicle Manufacturing,1,Commuter benefits
3699050878,Renewable Energy Semiconductor Manufacturing,1,Commuter benefits
3699050878,Utilities,1,Commuter benefits
3699050878,Motor Vehicle Manufacturing,1,401(k)
3699050878,Renewable Energy Semiconductor Manufacturing,1,401(k)
3699050878,Utilities,1,401(k)
3699050879,Motor Vehicle Manufacturing,1,Disability insurance
3699050879,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
3699050879,Utilities,1,Disability insurance
3699050879,Motor Vehicle Manufacturing,1,Commuter benefits
3699050879,Renewable Energy Semiconductor Manufacturing,1,Commuter benefits
3699050879,Utilities,1,Commuter benefits
3699050879,Motor Vehicle Manufacturing,1,401(k)
3699050879,Renewable Energy Semiconductor Manufacturing,1,401(k)
3699050879,Utilities,1,401(k)
3699050880,Motor Vehicle Manufacturing,1,Disability insurance
3699050880,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
3699050880,Utilities,1,Disability insurance
3699050880,Motor Vehicle Manufacturing,1,Commuter benefits
3699050880,Renewable Energy Semiconductor Manufacturing,1,Commuter benefits
3699050880,Utilities,1,Commuter benefits
3699050880,Motor Vehicle Manufacturing,1,401(k)
3699050880,Renewable Energy Semiconductor Manufacturing,1,401(k)
3699050880,Utilities,1,401(k)
3699050895,Biotechnology Research,1,401(k)
3699050895,Pharmaceutical Manufacturing,1,401(k)
3699050907,Biotechnology Research,1,401(k)
3699050907,Pharmaceutical Manufacturing,1,401(k)
3699050908,Software Development,1,401(k)
3699050908,Hospitals and Health Care,1,401(k)
3699050908,Software Development,1,Dental insurance
3699050908,Hospitals and Health Care,1,Dental insurance
3699050908,Software Development,1,Medical insurance
3699050908,Hospitals and Health Care,1,Medical insurance
3699050908,Software Development,1,Vision insurance
3699050908,Hospitals and Health Care,1,Vision insurance
3699050960,Online Audio and Video Media,1,Vision insurance
3699050960,Online Audio and Video Media,1,Dental insurance
3699050960,Online Audio and Video Media,1,401(k)
3699050972,IT Services and IT Consulting,1,401(k)
3699050972,Computer and Network Security,1,401(k)
3699050972,Software Development,1,401(k)
3699051794,Restaurants,1,401(k)
3699051880,Motor Vehicle Manufacturing,1,401(k)
3699051880,Renewable Energy Semiconductor Manufacturing,1,401(k)
3699051880,Utilities,1,401(k)
3699051892,Biotechnology Research,1,401(k)
3699051892,Pharmaceutical Manufacturing,1,401(k)
3699051909,Biotechnology Research,1,401(k)
3699051909,Pharmaceutical Manufacturing,1,401(k)
3699051911,Biotechnology Research,1,401(k)
3699051911,Pharmaceutical Manufacturing,1,401(k)
3699052778,Motor Vehicle Manufacturing,1,Disability insurance
3699052778,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
3699052778,Utilities,1,Disability insurance
3699052778,Motor Vehicle Manufacturing,1,Commuter benefits
3699052778,Renewable Energy Semiconductor Manufacturing,1,Commuter benefits
3699052778,Utilities,1,Commuter benefits
3699052778,Motor Vehicle Manufacturing,1,401(k)
3699052778,Renewable Energy Semiconductor Manufacturing,1,401(k)
3699052778,Utilities,1,401(k)
3699052814,Restaurants,1,401(k)
3699052892,Motor Vehicle Manufacturing,1,Disability insurance
3699052892,Renewable Energy Semiconductor Manufacturing,1,Disability insurance
3699052892,Utilities,1,Disability insurance
